1.73300805485835e-11,1.73796922230999e-11,1.74270293132593e-11,1.54859801977375e-11,1.53272106113138e-11,1.50517119468004e-11,1.47499705694658e-11,1.44825997079011e-11,1.43906547733112e-11,1.4337013459282e-11,1.42823770065363e-11,1.42352033869794e-11,9.18238434542581e-14,1.42193995892713e-11,1.02743412994662e-13,1.05825209752964e-13,1.37234037717819e-11,1.23893224150973e-11,1.21931690145498e-11,1.21958623206194e-11,1.25314356420731e-13,1.22223918841306e-11,1.20897976773999e-11,1.19602221399273e-11,1.19615358144922e-11,1.19585822589625e-11,1.19589676146593e-11,1.1958778981008e-11,1.19585324271455e-11,1.19584245823155e-11,1.1957543441157e-11,1.19586925222665e-11,1.19579845291625e-11,1.3656767887925e-13,1.07591418990762e-11,1.01397030816381e-11,1.5746482376614e-13,1.57139702427541e-13,5.56110784106757e-12,4.8669788620995e-12,7.04204765006496e-13,7.04771878086333e-13,6.82827192215642e-13,6.84548955537968e-13,1.94390733057768e-13,6.44629802528809e-13,5.95516535818147e-13,5.34398635033203e-13,3.89250711651238e-13,3.90745172874329e-13,3.83497619312809e-13,4.26500902851528e-13,4.79695403793875e-13,5.08376135319355e-13,5.48169034803433e-13,7.24289050646962e-13,7.79801032146882e-13,9.87153358923829e-13,1.29505561080805e-12,0.0050126934623536
2.87558028726228e-11,2.64230618339997e-11,3.14261486301789e-11,2.81681358165658e-11,2.78300351036299e-11,2.70271545684001e-11,2.65952287416249e-11,2.61970982241255e-11,2.5990235376648e-11,2.58459337805412e-11,2.58170723989622e-11,2.56907217253442e-11,2.57575101525368e-11,2.57489299796929e-11,2.59019663941315e-11,2.56161358179618e-11,2.4484181516117e-11,2.24248134873568e-11,2.29833658194323e-11,2.26790371549553e-11,2.2534753761407e-11,2.21590878517748e-11,2.20238546496875e-11,2.18940967770852e-11,2.18940164844953e-11,2.13125878193686e-11,2.13125604029253e-11,2.13125830856515e-11,2.13126020778851e-11,2.13126301393761e-11,2.1312661147172e-11,2.1034041765344e-11,2.10340154149332e-11,2.00172299039808e-11,1.91949623276024e-11,1.76577854774835e-11,1.540327384142e-11,1.01068443393475e-11,6.72335185789818e-12,6.03157312934096e-12,1.15687750730596e-12,1.14437710680041e-12,1.11123305396923e-12,1.1000124822715e-12,1.09399734068925e-12,1.11440723603118e-12,1.36027535797279e-12,4.92419810721618e-12,0.000580752608988149,0.00107027330466356,0.00147758535819829,1.10334269991147e-11,0.00215973165520169,0.00238150981151942,3.49868333508109e-12,0.00085658404674031,5.39521489510697e-12,2.21384860832149e-12,1.53899750835057e-12,0
2.87676297860234e-11,2.87676327356759e-11,3.14937885887007e-11,2.82318120211464e-11,2.78979103621195e-11,2.70906467880495e-11,2.66638526294212e-11,2.62594527821526e-11,2.60557540672296e-11,2.59133924961106e-11,2.58808344932905e-11,2.57548118094391e-11,2.5822898698617e-11,2.58136814431109e-11,2.59633692906174e-11,2.56823208663971e-11,2.45520879834212e-11,2.24915635954328e-11,2.30494122776726e-11,2.27499274459436e-11,2.25949730180092e-11,2.2224183422432e-11,2.20944231652786e-11,2.1960981312539e-11,2.19610201935539e-11,2.13759237308602e-11,2.13759180733173e-11,2.13759227417709e-11,2.1375916904554e-11,2.13759291017395e-11,2.13759269034367e-11,2.10980233962493e-11,2.10980389694955e-11,2.0084941220683e-11,1.92609902300909e-11,1.77270589260239e-11,1.54667704161171e-11,1.01684797196195e-11,6.79274193846236e-12,6.10150237441298e-12,1.21764768824757e-12,1.20561437449312e-12,1.18249049622473e-12,1.16204569846286e-12,1.15726140572775e-12,1.17738250360587e-12,1.4276253514626e-12,4.99241976677123e-12,0.000580752609056465,0.00107027330472711,0.00147758535826335,1.10957765685138e-11,0.00215973165526878,0.00238150981158387,3.5663668003675e-12,0.000856584046806951,5.456343727216e-12,2.27983587594765e-12,0,0
2.87759826101143e-11,2.87759472254026e-11,3.52602575505572e-11,2.8468253543946e-11,2.81327704535285e-11,2.73338302622624e-11,2.68973694900914e-11,2.64984997220725e-11,2.62897528521728e-11,2.61510458320799e-11,2.61168884857103e-11,2.59904381133937e-11,2.60596024637806e-11,2.60502159141126e-11,2.6202597963045e-11,2.59244355188455e-11,2.47897498097113e-11,2.2729732943392e-11,2.32838709352566e-11,2.29855781976241e-11,2.28389978423134e-11,2.24621828064635e-11,2.23284176511009e-11,2.2197084401179e-11,2.21970822771063e-11,2.16145948416853e-11,2.16145976697515e-11,2.16145972244574e-11,2.16145977659678e-11,2.16145977727357e-11,2.16145970690366e-11,2.13349455661725e-11,2.13349450373328e-11,2.03265070140447e-11,1.95064134718291e-11,1.79601421042041e-11,1.57069045469836e-11,1.04122245252864e-11,7.02877931464113e-12,6.33463392916961e-12,1.46029407223102e-12,1.44768448093675e-12,1.4176745770802e-12,1.40170280929298e-12,1.39000367655165e-12,1.42052562316793e-12,1.66349738267526e-12,5.22873349080241e-12,0.000580752609289145,0.00107027330496696,0.00147758535850426,1.13377765097194e-11,0.00215973165550341,0.0023815098118208,3.80411096660303e-12,0.00085658404704183,5.69519743137372e-12,0,0,0
2.87760413337052e-11,2.87760413337052e-11,3.51132445319601e-11,3.03899880200764e-11,2.79855426620448e-11,2.71852367017879e-11,2.67528633947759e-11,2.63504549622206e-11,2.61526483041757e-11,2.60076768623016e-11,2.5975911797458e-11,2.58474850003689e-11,2.59182539566625e-11,2.59054959118161e-11,2.60585362060651e-11,2.57776194269895e-11,2.46444948261791e-11,2.25830044438191e-11,2.31411852272236e-11,2.28400896318859e-11,2.26857254135647e-11,2.23174225333165e-11,2.21822846237039e-11,2.20486054437854e-11,2.20486054437854e-11,2.14690006967586e-11,2.14690006967586e-11,2.14690006967586e-11,2.14690006967586e-11,2.14690006967586e-11,2.14690006967586e-11,2.11900376220001e-11,2.11900376220001e-11,2.01786538039525e-11,1.93547981516827e-11,1.78179433831289e-11,1.55611399597707e-11,1.02603734950693e-11,6.88437220177895e-12,6.19072055794315e-12,1.3102984969774e-12,1.30154241456601e-12,1.27474331208443e-12,1.25299475488701e-12,1.24680676892881e-12,1.27287197606834e-12,1.52150683270433e-12,5.07840141344221e-12,0.00058075260914121,0.00107027330482162,0.00147758535835399,1.11912026199946e-11,0.00215973165536125,0.00238150981168102,3.6562799486543e-12,0.00085658404690165,0,0,0,0
2.8775653193855e-11,2.8775653193855e-11,3.50608422757563e-11,3.03389133964937e-11,2.94587440324297e-11,2.71339159864514e-11,2.67013750832437e-11,2.62992904466647e-11,2.60925974613966e-11,2.59535171206297e-11,2.59148924376547e-11,2.57924502427912e-11,2.58637292809938e-11,2.58512501513281e-11,2.60039524062571e-11,2.57219015277282e-11,2.45906287997609e-11,2.25330306324142e-11,2.30840293869311e-11,2.27866037071094e-11,2.26353588301414e-11,2.22585233459263e-11,2.21282351639157e-11,2.19968070879406e-11,2.19968070879406e-11,2.14143069462003e-11,2.14143069462003e-11,2.14143069462003e-11,2.14143069462003e-11,2.14143069462003e-11,2.14143069462003e-11,2.11351645818116e-11,2.11351645818116e-11,2.01283262431002e-11,1.92981762524794e-11,1.77632403093376e-11,1.55106130384699e-11,1.020938876551e-11,6.82914610791711e-12,6.13984063607474e-12,1.25970478446171e-12,1.25109550234378e-12,1.2175058950047e-12,1.20674604622303e-12,1.1892041143809e-12,1.22527157419115e-12,1.47123686506874e-12,5.03128405319182e-12,0.000580752609091814,0.00107027330476442,0.00147758535830122,1.11385245997565e-11,0.00215973165530624,0.00238150981162139,3.60220606367673e-12,0,0,0,0,0
2.87725423452593e-11,2.87725423452593e-11,3.50775714958464e-11,3.03550264443149e-11,2.94749455518277e-11,2.79044683622612e-11,2.67154881783248e-11,2.63158537586146e-11,2.61090677181966e-11,2.59701851083043e-11,2.59324902275752e-11,2.58081508300586e-11,2.58805043450137e-11,2.58678122075471e-11,2.60194296665603e-11,2.57426104993622e-11,2.46055857340663e-11,2.25466633394545e-11,2.31057648565399e-11,2.28014214157256e-11,2.2651819535328e-11,2.22807480950644e-11,2.21469454875086e-11,2.20141620914796e-11,2.20141620914796e-11,2.14277701778088e-11,2.14277701778088e-11,2.14277701778088e-11,2.14277701778088e-11,2.14277701778088e-11,2.14277701778088e-11,2.11480986807434e-11,2.11480986807434e-11,2.01423987566685e-11,1.93181665683836e-11,1.7778726141809e-11,1.55231763778035e-11,1.02290449272007e-11,6.84522312351786e-12,6.15817356612664e-12,1.27855512248908e-12,1.2689050525008e-12,1.23509435446823e-12,1.21570560786629e-12,1.21011186721196e-12,1.23836672911099e-12,1.48027755127695e-12,5.04296384290357e-12,0.000580752609106264,0.00107027330478448,0.00147758535831724,1.11538429064114e-11,0.00215973165532291,0.00238150981164169,0,0,0,0,0,0
2.87681298789178e-11,2.87681298789178e-11,3.50567206422986e-11,3.03360063480168e-11,2.94560069734196e-11,2.78804802728612e-11,2.73677644598478e-11,2.62942150465053e-11,2.60907181960939e-11,2.59493547515023e-11,2.59148178166654e-11,2.57873861131127e-11,2.58566941632314e-11,2.58502084007514e-11,2.59992458402707e-11,2.57192855422778e-11,2.45886580177289e-11,2.25223384836884e-11,2.30850553633172e-11,2.27791551509198e-11,2.26330267572113e-11,2.22556659554972e-11,2.21301819747003e-11,2.19941354274674e-11,2.19941354274674e-11,2.14123849685611e-11,2.14123849685611e-11,2.14123849685611e-11,2.14123849685611e-11,2.14123849685611e-11,2.14123849685611e-11,2.11332477048788e-11,2.11332477048788e-11,2.01216054697255e-11,1.92967331247605e-11,1.77613558987111e-11,1.55043486849378e-11,1.02092371571309e-11,6.82371809658869e-12,6.13526955801569e-12,1.25490951106356e-12,1.24542532242941e-12,1.21684080164759e-12,1.19193043158589e-12,1.19386773630597e-12,1.21233425664995e-12,1.46321615237101e-12,5.02135390247196e-12,0.000580752609086908,0.00107027330476185,0.00147758535829687,1.11314296975294e-11,0.00215973165530096,0,0,0,0,0,0,0
2.87552447018116e-11,2.87552447018116e-11,3.50034094557322e-11,3.02824191094407e-11,2.94042210473299e-11,2.78299837067704e-11,2.73208771572594e-11,2.66104508346509e-11,2.60398676381081e-11,2.5897282101432e-11,2.58596870629884e-11,2.57359697111653e-11,2.58101849740389e-11,2.57925150716056e-11,2.59502595595297e-11,2.56643296800368e-11,2.45354402010952e-11,2.2473996746347e-11,2.30307991077086e-11,2.27327008974684e-11,2.25818633642394e-11,2.2202314905902e-11,2.20729705851569e-11,2.19390106457417e-11,2.19390301977792e-11,2.13580664699681e-11,2.13580900362057e-11,2.13580613555575e-11,2.13580676692264e-11,2.13580557260142e-11,2.13580665830035e-11,2.1079667752593e-11,2.1079673163271e-11,2.00705321435272e-11,1.92461083416767e-11,1.77082833656985e-11,1.54519103031894e-11,1.01531107172393e-11,6.77672228227523e-12,6.08405331847213e-12,1.20131718092326e-12,1.19350793255051e-12,1.16301962362479e-12,1.14413416052755e-12,1.13571143923755e-12,1.16186218525376e-12,1.41071872078447e-12,4.97468139862592e-12,0.000580752609036212,0.00107027330471107,0.00147758535824755,1.1082643124481e-11,0,0,0,0,0,0,0,0
2.87395636880374e-11,2.87395675786276e-11,3.49703420722068e-11,3.02471445521647e-11,2.93680629085182e-11,2.78002928202103e-11,2.72803465159096e-11,2.65767760153172e-11,2.59094973774303e-11,2.58615895006527e-11,2.58252811980818e-11,2.57021278634511e-11,2.57729058556843e-11,2.57617789130542e-11,2.59104360873093e-11,2.56325146158507e-11,2.45028844032903e-11,2.24412591519243e-11,2.29927952103538e-11,2.26928983441439e-11,2.25468556673652e-11,2.21681854753097e-11,2.20408498272215e-11,2.19054653123004e-11,2.19054651486709e-11,2.13272250990938e-11,2.13272254541768e-11,2.13272251804708e-11,2.13272247251732e-11,2.13272254325418e-11,2.13272257641526e-11,2.10464230009205e-11,2.10464230009205e-11,2.00380711450314e-11,1.92136101290395e-11,1.76737476810129e-11,1.54179017057389e-11,1.012293978816e-11,6.73859393967199e-12,6.05090810022929e-12,1.16814377461145e-12,1.15769271467322e-12,1.12665415839727e-12,1.10957458818123e-12,1.10163682690298e-12,1.1265164375123e-12,1.37542801269158e-12,4.93843309320765e-12,0.000580752609002888,0.00107027330467517,0.00147758535820926,0,0,0,0,0,0,0,0,0
